model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,amphitheaters and gazebos,0,, ,amphitheaters and gazebos,-65.75,-65.0625,-0.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,annoying and teal,0,, ,annoying and teal,-29.375,-30.984375,1.609375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,anthills and volcanoes,0,, ,anthills and volcanoes,-47.5625,-46.875,-0.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,ants and giraffes,0,, ,ants and giraffes,-38.15625,-33.78125,-4.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,ants and stars,0,, ,ants and stars,-21.078125,-17.4375,-3.640625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,anvils and coins,0,, ,anvils and coins,-36.78125,-34.53125,-2.25
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,aprons and swords,0,, ,aprons and swords,-32.59375,-33.5625,0.96875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,archbishops and millers,0,, ,archbishops and millers,-49.0625,-53.0,3.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,archdukes and tanners,0,, ,archdukes and tanners,-49.71875,-54.90625,5.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,archdukes and vagrants,0,, ,archdukes and vagrants,-57.34375,-62.46875,5.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,archipelagos and sandbars,0,, ,archipelagos and sandbars,-57.03125,-58.3125,1.28125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,arenas and sheds,0,, ,arenas and sheds,-25.25,-30.75,5.5
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,arrows and flowers,0,, ,arrows and flowers,-18.9375,-19.015625,0.078125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,asteroids and pebbles,0,, ,asteroids and pebbles,-55.15625,-48.46875,-6.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,avalanches and feathers,0,, ,avalanches and feathers,-34.46875,-27.625,-6.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,avalanches and murmurs,0,, ,avalanches and murmurs,-44.1875,-37.3125,-6.875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,avalanches and snowballs,0,, ,avalanches and snowballs,-47.46875,-40.0,-7.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,axes and flowers,0,, ,axes and flowers,-19.8125,-20.765625,0.953125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,axes and petals,0,, ,axes and petals,-27.78125,-29.21875,1.4375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,axes and ribbons,0,, ,axes and ribbons,-35.28125,-38.4375,3.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bacteria and candy,0,, ,bacteria and candy,-28.203125,-27.8125,-0.390625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,ballrooms and cellars,0,, ,ballrooms and cellars,-35.9375,-36.78125,0.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,banners and rags,0,, ,banners and rags,-26.859375,-25.609375,-1.25
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,banquets and crumbs,0,, ,banquets and crumbs,-43.5,-44.59375,1.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,banyans and ferns,0,, ,banyans and ferns,-42.34375,-38.40625,-3.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,barns and marbles,0,, ,barns and marbles,-32.6875,-34.03125,1.34375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,barons and fishermen,0,, ,barons and fishermen,-32.375,-29.15625,-3.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,barons and paupers,0,, ,barons and paupers,-36.9375,-38.6875,1.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,barons and weavers,0,, ,barons and weavers,-34.1875,-36.65625,2.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bassoons and kazoos,0,, ,bassoons and kazoos,-46.09375,-49.25,3.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,battleaxes and penknives,0,, ,battleaxes and penknives,-49.6875,-49.375,-0.3125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,battlements and cobwebs,0,, ,battlements and cobwebs,-43.59375,-45.4375,1.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bears and buttons,0,, ,bears and buttons,-14.625,-14.3125,-0.3125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bears and kettles,0,, ,bears and kettles,-29.375,-31.578125,2.203125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bears and ribbons,0,, ,bears and ribbons,-29.78125,-32.21875,2.4375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bears and seeds,0,, ,bears and seeds,-15.5,-14.0,-1.5
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bears and teacups,0,, ,bears and teacups,-31.96875,-32.0625,0.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beautiful and stinky,0,, ,beautiful and stinky,-21.578125,-22.90625,1.328125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beetles and hills,0,, ,beetles and hills,-29.359375,-24.859375,-4.5
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beetles and mammoths,0,, ,beetles and mammoths,-48.40625,-44.46875,-3.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beetles and mastodons,0,, ,beetles and mastodons,-46.53125,-42.09375,-4.4375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beetles and moons,0,, ,beetles and moons,-34.375,-33.21875,-1.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beggars and captains,0,, ,beggars and captains,-35.28125,-33.09375,-2.1875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,beggars and dukes,0,, ,beggars and dukes,-41.75,-37.78125,-3.96875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bicycles and robots,0,, ,bicycles and robots,-32.4375,-33.4375,1.0
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,birdhouses and cathedrals,0,, ,birdhouses and cathedrals,-57.8125,-58.75,0.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,birdhouses and skyscrapers,0,, ,birdhouses and skyscrapers,-65.625,-66.0625,0.4375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,birdhouses and turrets,0,, ,birdhouses and turrets,-45.90625,-45.21875,-0.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bishops and blacksmiths,0,, ,bishops and blacksmiths,-52.1875,-55.78125,3.59375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bishops and potters,0,, ,bishops and potters,-38.6875,-40.75,2.0625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bishops and seamstresses,0,, ,bishops and seamstresses,-57.1875,-60.0,2.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bishops and vagabonds,0,, ,bishops and vagabonds,-57.5625,-61.34375,3.78125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bison and sparrows,0,, ,bison and sparrows,-39.15625,-34.625,-4.53125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bitter and purple,0,, ,bitter and purple,-14.515625,-14.1171875,-0.3984375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,blacksmiths and lawyers,0,, ,blacksmiths and lawyers,-49.875,-47.84375,-2.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,blankets and kittens,0,, ,blankets and kittens,-35.9375,-39.6875,3.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,blizzards and butterflies,0,, ,blizzards and butterflies,-48.9375,-47.09375,-1.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,blizzards and flurries,0,, ,blizzards and flurries,-47.0625,-47.9375,0.875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,blizzards and mists,0,, ,blizzards and mists,-38.96875,-39.875,0.90625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bogs and tundras,0,, ,bogs and tundras,-42.9375,-45.96875,3.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bombs and pebbles,0,, ,bombs and pebbles,-38.59375,-40.84375,2.25
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bonnets and cannons,0,, ,bonnets and cannons,-37.8125,-41.46875,3.65625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bonnets and shields,0,, ,bonnets and shields,-44.625,-45.46875,0.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bonnets and swords,0,, ,bonnets and swords,-33.53125,-35.21875,1.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bonnets and wolves,0,, ,bonnets and wolves,-37.5,-38.5625,1.0625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,books and owls,0,, ,books and owls,-23.03125,-22.671875,-0.359375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,boulders and butterflies,0,, ,boulders and butterflies,-47.46875,-44.25,-3.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,boulders and feathers,0,, ,boulders and feathers,-32.0,-28.453125,-3.546875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,boulders and marbles,0,, ,boulders and marbles,-39.3125,-39.4375,0.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bowls and sharks,0,, ,bowls and sharks,-32.15625,-29.78125,-2.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,breezes and tornadoes,0,, ,breezes and tornadoes,-41.90625,-40.25,-1.65625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,breezes and typhoons,0,, ,breezes and typhoons,-42.03125,-41.6875,-0.34375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,bridges and needles,0,, ,bridges and needles,-29.75,-31.390625,1.640625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buffaloes and sparrows,0,, ,buffaloes and sparrows,-44.65625,-44.375,-0.28125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,burlap and cashmere,0,, ,burlap and cashmere,-45.25,-43.21875,-2.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,burlap and velvet,0,, ,burlap and velvet,-43.0625,-45.4375,2.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,butterflies and comets,0,, ,butterflies and comets,-37.6875,-38.84375,1.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,butterflies and earthquakes,0,, ,butterflies and earthquakes,-46.78125,-47.6875,0.90625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,butterflies and floods,0,, ,butterflies and floods,-35.03125,-35.5625,0.53125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,butterflies and squalls,0,, ,butterflies and squalls,-42.78125,-42.03125,-0.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,butterflies and tempests,0,, ,butterflies and tempests,-48.3125,-47.5,-0.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and castles,0,, ,buttons and castles,-20.828125,-22.375,1.546875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and deer,0,, ,buttons and deer,-14.78125,-14.0859375,-0.6953125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and foxes,0,, ,buttons and foxes,-20.390625,-20.84375,0.453125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and lions,0,, ,buttons and lions,-17.921875,-21.6875,3.765625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and mountains,0,, ,buttons and mountains,-13.734375,-14.34375,0.609375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and seas,0,, ,buttons and seas,-14.515625,-14.109375,-0.40625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,buttons and whales,0,, ,buttons and whales,-21.765625,-22.4375,0.671875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cabins and citadels,0,, ,cabins and citadels,-39.34375,-37.875,-1.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,campfires and wildfires,0,, ,campfires and wildfires,-46.96875,-46.9375,-0.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,candles and foxes,0,, ,candles and foxes,-28.3125,-27.921875,-0.390625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,candles and galaxies,0,, ,candles and galaxies,-38.3125,-38.21875,-0.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,candles and gales,0,, ,candles and gales,-28.078125,-28.359375,0.28125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,candles and hurricanes,0,, ,candles and hurricanes,-29.21875,-27.921875,-1.296875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,candles and nebulae,0,, ,candles and nebulae,-43.65625,-44.875,1.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cannons and darts,0,, ,cannons and darts,-33.875,-33.03125,-0.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cannons and needles,0,, ,cannons and needles,-31.546875,-30.09375,-1.453125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cannons and slingshots,0,, ,cannons and slingshots,-48.40625,-46.8125,-1.59375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,canyons and marbles,0,, ,canyons and marbles,-36.125,-36.9375,0.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,captains and flowers,0,, ,captains and flowers,-18.75,-16.703125,-2.046875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cardinals and novices,0,, ,cardinals and novices,-40.875,-45.21875,4.34375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,carracks and skiffs,0,, ,carracks and skiffs,-37.6875,-39.75,2.0625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cashmere and flannel,0,, ,cashmere and flannel,-47.71875,-50.9375,3.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,catapults and slingshots,0,, ,catapults and slingshots,-53.9375,-54.78125,0.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cathedrals and outhouses,0,, ,cathedrals and outhouses,-55.96875,-58.5,2.53125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cathedrals and sheds,0,, ,cathedrals and sheds,-42.875,-45.5,2.625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cauldrons and thimbles,0,, ,cauldrons and thimbles,-55.25,-55.15625,-0.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cedars and mosses,0,, ,cedars and mosses,-42.875,-40.53125,-2.34375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cellos and kazoos,0,, ,cellos and kazoos,-37.34375,-40.1875,2.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cellos and triangles,0,, ,cellos and triangles,-35.78125,-37.0,1.21875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chalices and thimbles,0,, ,chalices and thimbles,-47.5,-46.0625,-1.4375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chalk and diamonds,0,, ,chalk and diamonds,-30.3125,-28.625,-1.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chalk and tanzanite,0,, ,chalk and tanzanite,-47.28125,-46.21875,-1.0625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,champagne and vinegar,0,, ,champagne and vinegar,-43.53125,-47.40625,3.875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chandeliers and torches,0,, ,chandeliers and torches,-48.65625,-47.78125,-0.875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chanting and enchanting,0,, ,chanting and enchanting,-39.09375,-40.53125,1.4375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chasms and puddles,0,, ,chasms and puddles,-43.5,-40.9375,-2.5625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chauffeurs and stewardesses,0,, ,chauffeurs and stewardesses,-66.0,-64.375,-1.625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cherries and llamas,0,, ,cherries and llamas,-41.875,-46.6875,4.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chestnuts and ferns,0,, ,chestnuts and ferns,-40.21875,-41.90625,1.6875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chickens and fences,0,, ,chickens and fences,-29.125,-32.09375,2.96875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,chipmunks and gorillas,0,, ,chipmunks and gorillas,-46.875,-47.90625,1.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,churches and pebbles,0,, ,churches and pebbles,-29.234375,-30.546875,1.3125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,civilizations and homesteads,0,, ,civilizations and homesteads,-53.65625,-53.90625,0.25
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,clarinets and kazoos,0,, ,clarinets and kazoos,-43.90625,-49.65625,5.75
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,clay and emeralds,0,, ,clay and emeralds,-25.59375,-24.65625,-0.9375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,claymores and penknives,0,, ,claymores and penknives,-50.09375,-51.0625,0.96875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,clearings and plateaus,0,, ,clearings and plateaus,-37.90625,-35.5625,-2.34375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,clearings and prairies,0,, ,clearings and prairies,-38.03125,-35.53125,-2.5
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cliffs and cobwebs,0,, ,cliffs and cobwebs,-39.875,-42.25,2.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cliffs and moths,0,, ,cliffs and moths,-28.34375,-30.8125,2.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,clocks and deer,0,, ,clocks and deer,-19.96875,-18.84375,-1.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,closets and dungeons,0,, ,closets and dungeons,-38.125,-37.75,-0.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobblers and colonels,0,, ,cobblers and colonels,-53.28125,-51.6875,-1.59375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobblers and deacons,0,, ,cobblers and deacons,-50.59375,-50.21875,-0.375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobblers and judges,0,, ,cobblers and judges,-45.90625,-44.03125,-1.875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobblers and marquesses,0,, ,cobblers and marquesses,-56.84375,-57.875,1.03125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobblers and monks,0,, ,cobblers and monks,-43.875,-43.0625,-0.8125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobblers and privateers,0,, ,cobblers and privateers,-44.40625,-41.625,-2.78125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobras and mice,0,, ,cobras and mice,-35.21875,-36.75,1.53125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cobwebs and storms,0,, ,cobwebs and storms,-46.03125,-44.1875,-1.84375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,coins and eagles,0,, ,coins and eagles,-30.15625,-28.03125,-2.125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,coins and forests,0,, ,coins and forests,-26.953125,-24.796875,-2.15625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,coins and ravens,0,, ,coins and ravens,-33.78125,-33.125,-0.65625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,comets and sparks,0,, ,comets and sparks,-30.953125,-29.703125,-1.25
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,condors and sparrows,0,, ,condors and sparrows,-36.40625,-35.125,-1.28125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,conscripts and generals,0,, ,conscripts and generals,-45.53125,-45.125,-0.40625
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,coroners and senators,0,, ,coroners and senators,-36.0625,-35.59375,-0.46875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,corsairs and drapers,0,, ,corsairs and drapers,-45.875,-44.90625,-0.96875
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,cottages and dynasties,0,, ,cottages and dynasties,-38.21875,-38.125,-0.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,counts and shepherds,0,, ,counts and shepherds,-34.6875,-38.0,3.3125
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,counts and tanners,0,, ,counts and tanners,-32.46875,-34.5625,2.09375
znhoughton/opt-babylm-350m-ablated-20eps-seed964,ablated,step-144,144,117964800,counts and vagabonds,0,, ,counts and vagabonds,-46.6875,-48.375,1.6875
