model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,allergic and unaccustomed,0,, ,allergic and unaccustomed,-70.5,-65.375,-5.125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,amber and gravel,0,, ,amber and gravel,-34.03125,-30.828125,-3.203125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,amethysts and pebbles,0,, ,amethysts and pebbles,-62.84375,-63.75,0.90625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,amphitheaters and gazebos,0,, ,amphitheaters and gazebos,-70.9375,-70.9375,0.0
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,annoying and teal,0,, ,annoying and teal,-31.734375,-32.3125,0.578125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,anthills and volcanoes,0,, ,anthills and volcanoes,-53.5625,-53.96875,0.40625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,ants and giraffes,0,, ,ants and giraffes,-41.78125,-37.71875,-4.0625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,ants and stars,0,, ,ants and stars,-22.1875,-20.46875,-1.71875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,anvils and coins,0,, ,anvils and coins,-41.03125,-39.625,-1.40625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,aprons and swords,0,, ,aprons and swords,-36.0,-37.6875,1.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,archbishops and millers,0,, ,archbishops and millers,-55.5,-57.6875,2.1875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,archdukes and tanners,0,, ,archdukes and tanners,-57.5625,-61.75,4.1875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,archdukes and vagrants,0,, ,archdukes and vagrants,-65.6875,-68.375,2.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,archipelagos and sandbars,0,, ,archipelagos and sandbars,-62.84375,-63.8125,0.96875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,arenas and sheds,0,, ,arenas and sheds,-29.03125,-31.0625,2.03125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,arrows and flowers,0,, ,arrows and flowers,-18.328125,-19.671875,1.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,asteroids and pebbles,0,, ,asteroids and pebbles,-58.96875,-55.75,-3.21875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,avalanches and feathers,0,, ,avalanches and feathers,-30.6875,-26.828125,-3.859375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,avalanches and murmurs,0,, ,avalanches and murmurs,-42.5,-35.125,-7.375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,avalanches and snowballs,0,, ,avalanches and snowballs,-45.71875,-42.375,-3.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,axes and flowers,0,, ,axes and flowers,-21.0625,-22.875,1.8125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,axes and petals,0,, ,axes and petals,-29.9375,-32.03125,2.09375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,axes and ribbons,0,, ,axes and ribbons,-40.6875,-41.125,0.4375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bacteria and candy,0,, ,bacteria and candy,-32.53125,-31.84375,-0.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,ballrooms and cellars,0,, ,ballrooms and cellars,-37.4375,-37.15625,-0.28125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,banners and rags,0,, ,banners and rags,-28.59375,-28.546875,-0.046875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,banquets and crumbs,0,, ,banquets and crumbs,-49.5625,-49.25,-0.3125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,banyans and ferns,0,, ,banyans and ferns,-43.8125,-42.28125,-1.53125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,barns and marbles,0,, ,barns and marbles,-32.40625,-34.5625,2.15625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,barons and fishermen,0,, ,barons and fishermen,-32.53125,-32.3125,-0.21875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,barons and paupers,0,, ,barons and paupers,-39.59375,-40.46875,0.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,barons and weavers,0,, ,barons and weavers,-37.5625,-40.65625,3.09375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bassoons and kazoos,0,, ,bassoons and kazoos,-50.75,-51.09375,0.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,battleaxes and penknives,0,, ,battleaxes and penknives,-52.75,-51.1875,-1.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,battlements and cobwebs,0,, ,battlements and cobwebs,-49.6875,-47.125,-2.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bears and buttons,0,, ,bears and buttons,-13.796875,-14.125,0.328125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bears and kettles,0,, ,bears and kettles,-31.5625,-33.0625,1.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bears and ribbons,0,, ,bears and ribbons,-33.4375,-31.875,-1.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bears and seeds,0,, ,bears and seeds,-15.390625,-14.0859375,-1.3046875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bears and teacups,0,, ,bears and teacups,-32.90625,-33.3125,0.40625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beautiful and stinky,0,, ,beautiful and stinky,-23.84375,-23.203125,-0.640625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beetles and hills,0,, ,beetles and hills,-30.734375,-27.71875,-3.015625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beetles and mammoths,0,, ,beetles and mammoths,-49.84375,-45.15625,-4.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beetles and mastodons,0,, ,beetles and mastodons,-50.0625,-45.90625,-4.15625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beetles and moons,0,, ,beetles and moons,-39.96875,-37.40625,-2.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beggars and captains,0,, ,beggars and captains,-35.90625,-33.03125,-2.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,beggars and dukes,0,, ,beggars and dukes,-39.6875,-36.53125,-3.15625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bicycles and robots,0,, ,bicycles and robots,-34.0,-33.09375,-0.90625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,birdhouses and cathedrals,0,, ,birdhouses and cathedrals,-66.375,-67.25,0.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,birdhouses and skyscrapers,0,, ,birdhouses and skyscrapers,-73.8125,-71.8125,-2.0
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,birdhouses and turrets,0,, ,birdhouses and turrets,-51.46875,-50.125,-1.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bishops and blacksmiths,0,, ,bishops and blacksmiths,-53.8125,-54.0625,0.25
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bishops and potters,0,, ,bishops and potters,-39.65625,-39.78125,0.125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bishops and seamstresses,0,, ,bishops and seamstresses,-66.0,-66.8125,0.8125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bishops and vagabonds,0,, ,bishops and vagabonds,-62.96875,-63.65625,0.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bison and sparrows,0,, ,bison and sparrows,-41.65625,-40.15625,-1.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bitter and purple,0,, ,bitter and purple,-14.4765625,-15.015625,0.5390625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,blacksmiths and lawyers,0,, ,blacksmiths and lawyers,-54.6875,-52.90625,-1.78125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,blankets and kittens,0,, ,blankets and kittens,-41.90625,-42.6875,0.78125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,blizzards and butterflies,0,, ,blizzards and butterflies,-51.71875,-50.78125,-0.9375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,blizzards and flurries,0,, ,blizzards and flurries,-52.40625,-52.0625,-0.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,blizzards and mists,0,, ,blizzards and mists,-42.5625,-43.25,0.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bogs and tundras,0,, ,bogs and tundras,-48.40625,-50.03125,1.625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bombs and pebbles,0,, ,bombs and pebbles,-40.28125,-42.78125,2.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bonnets and cannons,0,, ,bonnets and cannons,-40.5625,-43.5625,3.0
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bonnets and shields,0,, ,bonnets and shields,-49.1875,-49.09375,-0.09375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bonnets and swords,0,, ,bonnets and swords,-36.75,-38.84375,2.09375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bonnets and wolves,0,, ,bonnets and wolves,-41.0,-41.15625,0.15625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,books and owls,0,, ,books and owls,-22.734375,-23.609375,0.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,boulders and butterflies,0,, ,boulders and butterflies,-49.0625,-47.875,-1.1875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,boulders and feathers,0,, ,boulders and feathers,-30.875,-30.25,-0.625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,boulders and marbles,0,, ,boulders and marbles,-38.5625,-42.3125,3.75
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bowls and sharks,0,, ,bowls and sharks,-35.0,-33.28125,-1.71875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,breezes and tornadoes,0,, ,breezes and tornadoes,-42.3125,-43.375,1.0625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,breezes and typhoons,0,, ,breezes and typhoons,-43.125,-43.1875,0.0625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,bridges and needles,0,, ,bridges and needles,-31.921875,-33.59375,1.671875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buffaloes and sparrows,0,, ,buffaloes and sparrows,-48.1875,-47.34375,-0.84375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,burlap and cashmere,0,, ,burlap and cashmere,-43.0625,-43.78125,0.71875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,burlap and velvet,0,, ,burlap and velvet,-40.59375,-43.625,3.03125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,butterflies and comets,0,, ,butterflies and comets,-42.03125,-41.15625,-0.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,butterflies and earthquakes,0,, ,butterflies and earthquakes,-50.6875,-50.46875,-0.21875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,butterflies and floods,0,, ,butterflies and floods,-38.75,-36.875,-1.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,butterflies and squalls,0,, ,butterflies and squalls,-45.6875,-45.875,0.1875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,butterflies and tempests,0,, ,butterflies and tempests,-48.53125,-49.09375,0.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and castles,0,, ,buttons and castles,-22.3125,-23.90625,1.59375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and deer,0,, ,buttons and deer,-14.96875,-13.3359375,-1.6328125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and foxes,0,, ,buttons and foxes,-23.390625,-22.171875,-1.21875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and lions,0,, ,buttons and lions,-21.0,-22.046875,1.046875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and mountains,0,, ,buttons and mountains,-15.0625,-13.625,-1.4375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and seas,0,, ,buttons and seas,-16.15625,-14.203125,-1.953125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,buttons and whales,0,, ,buttons and whales,-22.96875,-22.484375,-0.484375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cabins and citadels,0,, ,cabins and citadels,-40.625,-43.46875,2.84375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,campfires and wildfires,0,, ,campfires and wildfires,-49.46875,-47.875,-1.59375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,candles and foxes,0,, ,candles and foxes,-32.625,-33.1875,0.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,candles and galaxies,0,, ,candles and galaxies,-40.75,-42.09375,1.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,candles and gales,0,, ,candles and gales,-31.625,-32.03125,0.40625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,candles and hurricanes,0,, ,candles and hurricanes,-33.0,-31.90625,-1.09375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,candles and nebulae,0,, ,candles and nebulae,-50.96875,-50.09375,-0.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cannons and darts,0,, ,cannons and darts,-32.15625,-31.625,-0.53125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cannons and needles,0,, ,cannons and needles,-31.84375,-31.15625,-0.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cannons and slingshots,0,, ,cannons and slingshots,-51.03125,-49.1875,-1.84375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,canyons and marbles,0,, ,canyons and marbles,-41.0625,-39.8125,-1.25
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,captains and flowers,0,, ,captains and flowers,-18.8125,-18.609375,-0.203125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cardinals and novices,0,, ,cardinals and novices,-47.90625,-49.0625,1.15625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,carracks and skiffs,0,, ,carracks and skiffs,-39.6875,-40.53125,0.84375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cashmere and flannel,0,, ,cashmere and flannel,-51.21875,-51.78125,0.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,catapults and slingshots,0,, ,catapults and slingshots,-58.96875,-59.21875,0.25
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cathedrals and outhouses,0,, ,cathedrals and outhouses,-64.9375,-66.625,1.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cathedrals and sheds,0,, ,cathedrals and sheds,-48.21875,-49.875,1.65625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cauldrons and thimbles,0,, ,cauldrons and thimbles,-60.84375,-60.53125,-0.3125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cedars and mosses,0,, ,cedars and mosses,-46.15625,-46.3125,0.15625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cellos and kazoos,0,, ,cellos and kazoos,-41.0,-42.125,1.125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cellos and triangles,0,, ,cellos and triangles,-41.15625,-41.375,0.21875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chalices and thimbles,0,, ,chalices and thimbles,-52.78125,-48.84375,-3.9375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chalk and diamonds,0,, ,chalk and diamonds,-30.28125,-28.203125,-2.078125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chalk and tanzanite,0,, ,chalk and tanzanite,-49.90625,-48.03125,-1.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,champagne and vinegar,0,, ,champagne and vinegar,-51.34375,-50.34375,-1.0
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chandeliers and torches,0,, ,chandeliers and torches,-49.1875,-48.125,-1.0625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chanting and enchanting,0,, ,chanting and enchanting,-44.125,-42.1875,-1.9375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chasms and puddles,0,, ,chasms and puddles,-47.71875,-44.5,-3.21875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chauffeurs and stewardesses,0,, ,chauffeurs and stewardesses,-69.0,-70.875,1.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cherries and llamas,0,, ,cherries and llamas,-49.375,-52.25,2.875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chestnuts and ferns,0,, ,chestnuts and ferns,-41.71875,-43.375,1.65625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chickens and fences,0,, ,chickens and fences,-31.921875,-32.4375,0.515625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,chipmunks and gorillas,0,, ,chipmunks and gorillas,-51.125,-52.46875,1.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,churches and pebbles,0,, ,churches and pebbles,-31.46875,-32.46875,1.0
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,civilizations and homesteads,0,, ,civilizations and homesteads,-57.96875,-56.46875,-1.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,clarinets and kazoos,0,, ,clarinets and kazoos,-46.1875,-47.71875,1.53125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,clay and emeralds,0,, ,clay and emeralds,-24.203125,-22.59375,-1.609375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,claymores and penknives,0,, ,claymores and penknives,-52.28125,-52.40625,0.125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,clearings and plateaus,0,, ,clearings and plateaus,-40.6875,-42.96875,2.28125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,clearings and prairies,0,, ,clearings and prairies,-38.28125,-38.625,0.34375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cliffs and cobwebs,0,, ,cliffs and cobwebs,-43.78125,-43.21875,-0.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cliffs and moths,0,, ,cliffs and moths,-29.59375,-30.84375,1.25
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,clocks and deer,0,, ,clocks and deer,-19.59375,-17.578125,-2.015625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,closets and dungeons,0,, ,closets and dungeons,-39.0625,-39.78125,0.71875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobblers and colonels,0,, ,cobblers and colonels,-55.4375,-56.75,1.3125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobblers and deacons,0,, ,cobblers and deacons,-56.4375,-58.34375,1.90625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobblers and judges,0,, ,cobblers and judges,-49.4375,-48.03125,-1.40625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobblers and marquesses,0,, ,cobblers and marquesses,-66.125,-68.0625,1.9375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobblers and monks,0,, ,cobblers and monks,-48.71875,-49.75,1.03125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobblers and privateers,0,, ,cobblers and privateers,-49.15625,-48.25,-0.90625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobras and mice,0,, ,cobras and mice,-40.53125,-39.9375,-0.59375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,cobwebs and storms,0,, ,cobwebs and storms,-45.84375,-45.34375,-0.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,coins and eagles,0,, ,coins and eagles,-33.46875,-30.8125,-2.65625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,coins and forests,0,, ,coins and forests,-29.625,-28.125,-1.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,coins and ravens,0,, ,coins and ravens,-38.0625,-38.75,0.6875
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,comets and sparks,0,, ,comets and sparks,-34.6875,-34.96875,0.28125
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,condors and sparrows,0,, ,condors and sparrows,-38.5,-36.9375,-1.5625
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,conscripts and generals,0,, ,conscripts and generals,-48.25,-46.65625,-1.59375
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,coroners and senators,0,, ,coroners and senators,-38.75,-40.25,1.5
znhoughton/opt-babylm-1.3b-ablated-20eps-seed964,ablated,step-38,38,38912000,corsairs and drapers,0,, ,corsairs and drapers,-47.75,-47.53125,-0.21875
