model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,annoying and teal,2,0.5, ,annoying and teal,-20.984375,-22.453125,1.46875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,anthills and volcanoes,914,0.5, ,anthills and volcanoes,-17.890625,-14.4765625,-3.4140625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ants and giraffes,404,0.5, ,ants and giraffes,-18.21875,-19.34375,1.125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ants and stars,26,0.5, ,ants and stars,-18.953125,-12.0,-6.953125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,anvils and coins,6,0.5, ,anvils and coins,-24.171875,-26.25,2.078125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,aprons and swords,2890,0.5, ,aprons and swords,-13.046875,-10.3125,-2.734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archbishops and millers,26,0.5, ,archbishops and millers,-21.828125,-24.0625,2.234375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archdukes and tanners,4,0.5, ,archdukes and tanners,-15.9921875,-29.234375,13.2421875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archdukes and vagrants,4,0.5, ,archdukes and vagrants,-18.75,-30.296875,11.546875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archipelagos and sandbars,1254,0.5, ,archipelagos and sandbars,-20.140625,-18.703125,-1.4375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,arenas and sheds,196,0.5, ,arenas and sheds,-22.59375,-29.71875,7.125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,arrows and flowers,924,0.5, ,arrows and flowers,-6.23828125,-10.5703125,4.33203125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,asteroids and pebbles,512,0.5, ,asteroids and pebbles,-22.171875,-19.9375,-2.234375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,avalanches and feathers,118,0.5, ,avalanches and feathers,-17.078125,-10.2578125,-6.8203125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,avalanches and murmurs,3260,0.5, ,avalanches and murmurs,-19.765625,-11.953125,-7.8125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,avalanches and snowballs,36,0.5, ,avalanches and snowballs,-24.734375,-18.359375,-6.375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,axes and flowers,132,0.5, ,axes and flowers,-8.6328125,-11.765625,3.1328125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,axes and petals,1094,0.5, ,axes and petals,-9.40625,-15.109375,5.703125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,axes and ribbons,220,0.5, ,axes and ribbons,-10.203125,-14.6171875,4.4140625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bacteria and candy,1398,0.5, ,bacteria and candy,-16.671875,-10.3671875,-6.3046875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ballrooms and cellars,162,0.5, ,ballrooms and cellars,-20.84375,-20.390625,-0.453125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,banners and rags,424,0.5, ,banners and rags,-13.921875,-12.1484375,-1.7734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,banquets and crumbs,2,0.5, ,banquets and crumbs,-21.59375,-23.71875,2.125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,banyans and ferns,12,0.5, ,banyans and ferns,-27.015625,-28.265625,1.25
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,barns and marbles,18,0.5, ,barns and marbles,-15.03125,-18.265625,3.234375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,barons and fishermen,4,0.5, ,barons and fishermen,-14.5859375,-19.875,5.2890625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,barons and paupers,12,0.5, ,barons and paupers,-12.15625,-20.375,8.21875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,barons and weavers,4,0.5, ,barons and weavers,-14.0859375,-22.859375,8.7734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bassoons and kazoos,16,0.5, ,bassoons and kazoos,-17.921875,-23.40625,5.484375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,battleaxes and penknives,250,0.5, ,battleaxes and penknives,-29.96875,-32.4375,2.46875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,battlements and cobwebs,32,0.5, ,battlements and cobwebs,-20.171875,-26.53125,6.359375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bears and buttons,34,0.5, ,bears and buttons,-12.2109375,-8.96875,-3.2421875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bears and kettles,10,0.5, ,bears and kettles,-12.453125,-16.34375,3.890625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bears and ribbons,16,0.5, ,bears and ribbons,-9.84375,-13.203125,3.359375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bears and seeds,2472,0.5, ,bears and seeds,-9.734375,-9.296875,-0.4375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bears and teacups,276,0.5, ,bears and teacups,-11.21875,-16.734375,5.515625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beautiful and stinky,206,0.5, ,beautiful and stinky,-15.484375,-19.859375,4.375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beetles and hills,8,0.5, ,beetles and hills,-21.984375,-12.5078125,-9.4765625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beetles and mammoths,510,0.5, ,beetles and mammoths,-21.09375,-19.421875,-1.671875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beetles and mastodons,6,0.5, ,beetles and mastodons,-39.1875,-25.453125,-13.734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beetles and moons,36,0.5, ,beetles and moons,-20.4375,-15.7578125,-4.6796875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beggars and captains,3694,0.5, ,beggars and captains,-16.890625,-9.859375,-7.03125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,beggars and dukes,260,0.5, ,beggars and dukes,-17.046875,-13.6015625,-3.4453125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bicycles and robots,138,0.5, ,bicycles and robots,-16.15625,-16.5,0.34375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,birdhouses and cathedrals,364,0.5, ,birdhouses and cathedrals,-16.65625,-19.078125,2.421875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,birdhouses and skyscrapers,1212,0.5, ,birdhouses and skyscrapers,-20.578125,-22.015625,1.4375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,birdhouses and turrets,728,0.5, ,birdhouses and turrets,-18.84375,-18.40625,-0.4375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bishops and blacksmiths,12,0.5, ,bishops and blacksmiths,-17.703125,-18.21875,0.515625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bishops and potters,2,0.5, ,bishops and potters,-17.359375,-19.703125,2.34375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bishops and seamstresses,22,0.5, ,bishops and seamstresses,-25.359375,-24.96875,-0.390625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bishops and vagabonds,16,0.5, ,bishops and vagabonds,-16.9375,-21.1875,4.25
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bison and sparrows,10,0.5, ,bison and sparrows,-18.765625,-20.375,1.609375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bitter and purple,2592,0.5, ,bitter and purple,-11.0625,-10.4296875,-0.6328125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,blacksmiths and lawyers,1562,0.5, ,blacksmiths and lawyers,-16.625,-16.4375,-0.1875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,blankets and kittens,22,0.5, ,blankets and kittens,-16.21875,-20.390625,4.171875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,blizzards and butterflies,292,0.5, ,blizzards and butterflies,-12.4609375,-14.234375,1.7734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,blizzards and flurries,40,0.5, ,blizzards and flurries,-23.109375,-19.96875,-3.140625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,blizzards and mists,2090,0.5, ,blizzards and mists,-13.7265625,-15.9296875,2.203125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bogs and tundras,66,0.5, ,bogs and tundras,-28.859375,-30.234375,1.375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bombs and pebbles,14,0.5, ,bombs and pebbles,-15.28125,-19.234375,3.953125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bonnets and cannons,14,0.5, ,bonnets and cannons,-16.921875,-20.953125,4.03125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bonnets and shields,142,0.5, ,bonnets and shields,-19.03125,-17.765625,-1.265625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bonnets and swords,14,0.5, ,bonnets and swords,-16.625,-14.3203125,-2.3046875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bonnets and wolves,170,0.5, ,bonnets and wolves,-16.109375,-15.515625,-0.59375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,books and owls,1840,0.5, ,books and owls,-11.3203125,-14.796875,3.4765625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,boulders and butterflies,42,0.5, ,boulders and butterflies,-14.7109375,-13.578125,-1.1328125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,boulders and feathers,10,0.5, ,boulders and feathers,-15.5234375,-9.21875,-6.3046875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,boulders and marbles,3926,0.5, ,boulders and marbles,-12.921875,-14.8828125,1.9609375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bowls and sharks,96,0.5, ,bowls and sharks,-12.9921875,-14.6640625,1.671875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,breezes and tornadoes,4,0.5, ,breezes and tornadoes,-17.15625,-19.8125,2.65625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,breezes and typhoons,2,0.5, ,breezes and typhoons,-24.234375,-25.6875,1.453125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bridges and needles,4,0.5, ,bridges and needles,-14.2421875,-16.484375,2.2421875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buffaloes and sparrows,236,0.5, ,buffaloes and sparrows,-15.234375,-14.2734375,-0.9609375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,burlap and cashmere,824,0.5, ,burlap and cashmere,-19.890625,-23.109375,3.21875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,burlap and velvet,50,0.5, ,burlap and velvet,-16.84375,-20.65625,3.8125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,butterflies and comets,4,0.5, ,butterflies and comets,-22.78125,-12.9921875,-9.7890625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,butterflies and earthquakes,36,0.5, ,butterflies and earthquakes,-16.078125,-15.171875,-0.90625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,butterflies and floods,3884,0.5, ,butterflies and floods,-13.8828125,-8.28125,-5.6015625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,butterflies and squalls,112,0.5, ,butterflies and squalls,-20.171875,-15.125,-5.046875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,butterflies and tempests,3210,0.5, ,butterflies and tempests,-13.03125,-15.75,2.71875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and castles,1388,0.5, ,buttons and castles,-9.3203125,-14.328125,5.0078125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and deer,2,0.5, ,buttons and deer,-13.25,-12.4453125,-0.8046875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and foxes,478,0.5, ,buttons and foxes,-12.03125,-14.2265625,2.1953125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and lions,356,0.5, ,buttons and lions,-10.2109375,-18.65625,8.4453125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and mountains,118,0.5, ,buttons and mountains,-10.5859375,-12.0625,1.4765625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and seas,16,0.5, ,buttons and seas,-10.9765625,-12.875,1.8984375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,buttons and whales,262,0.5, ,buttons and whales,-11.28125,-12.265625,0.984375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cabins and citadels,4,0.5, ,cabins and citadels,-30.25,-25.984375,-4.265625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,campfires and wildfires,54,0.5, ,campfires and wildfires,-25.546875,-26.3125,0.765625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,candles and foxes,62,0.5, ,candles and foxes,-14.1484375,-12.390625,-1.7578125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,candles and galaxies,2816,0.5, ,candles and galaxies,-10.6484375,-17.359375,6.7109375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,candles and gales,1556,0.5, ,candles and gales,-10.4375,-11.171875,0.734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,candles and hurricanes,14,0.5, ,candles and hurricanes,-12.1875,-10.453125,-1.734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,candles and nebulae,90,0.5, ,candles and nebulae,-22.40625,-23.96875,1.5625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cannons and darts,8,0.5, ,cannons and darts,-24.484375,-19.46875,-5.015625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cannons and needles,2058,0.5, ,cannons and needles,-17.921875,-14.2109375,-3.7109375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cannons and slingshots,1494,0.5, ,cannons and slingshots,-22.421875,-20.9375,-1.484375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,canyons and marbles,20,0.5, ,canyons and marbles,-20.296875,-25.671875,5.375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,captains and flowers,258,0.5, ,captains and flowers,-8.75,-8.8828125,0.1328125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cardinals and novices,204,0.5, ,cardinals and novices,-23.328125,-27.140625,3.8125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,carracks and skiffs,6,0.5, ,carracks and skiffs,-22.203125,-22.703125,0.5
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cashmere and flannel,658,0.5, ,cashmere and flannel,-23.953125,-16.015625,-7.9375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,catapults and slingshots,120,0.5, ,catapults and slingshots,-24.890625,-31.015625,6.125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cathedrals and outhouses,744,0.5, ,cathedrals and outhouses,-23.140625,-17.421875,-5.71875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cathedrals and sheds,112,0.5, ,cathedrals and sheds,-21.890625,-19.9375,-1.953125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cauldrons and thimbles,2,0.5, ,cauldrons and thimbles,-20.390625,-25.671875,5.28125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cedars and mosses,24,0.5, ,cedars and mosses,-23.640625,-24.5,0.859375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cellos and kazoos,2,0.5, ,cellos and kazoos,-13.5703125,-16.03125,2.4609375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cellos and triangles,2334,0.5, ,cellos and triangles,-15.546875,-13.90625,-1.640625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chalices and thimbles,1592,0.5, ,chalices and thimbles,-17.484375,-15.640625,-1.84375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chalk and diamonds,1112,0.5, ,chalk and diamonds,-17.125,-11.2890625,-5.8359375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chalk and tanzanite,20,0.5, ,chalk and tanzanite,-33.6875,-29.828125,-3.859375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,champagne and vinegar,4,0.5, ,champagne and vinegar,-23.578125,-26.421875,2.84375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chandeliers and torches,1582,0.5, ,chandeliers and torches,-17.75,-15.9296875,-1.8203125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chanting and enchanting,2672,0.5, ,chanting and enchanting,-13.859375,-13.453125,-0.40625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chasms and puddles,4,0.5, ,chasms and puddles,-22.65625,-22.515625,-0.140625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chauffeurs and stewardesses,80,0.5, ,chauffeurs and stewardesses,-32.84375,-35.21875,2.375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cherries and llamas,4,0.5, ,cherries and llamas,-28.0,-27.09375,-0.90625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chestnuts and ferns,648,0.5, ,chestnuts and ferns,-15.359375,-16.40625,1.046875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chickens and fences,674,0.5, ,chickens and fences,-13.578125,-20.46875,6.890625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,chipmunks and gorillas,6,0.5, ,chipmunks and gorillas,-28.46875,-30.421875,1.953125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,churches and pebbles,74,0.5, ,churches and pebbles,-9.6171875,-17.59375,7.9765625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,civilizations and homesteads,130,0.5, ,civilizations and homesteads,-22.359375,-20.359375,-2.0
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,clarinets and kazoos,14,0.5, ,clarinets and kazoos,-19.8125,-27.828125,8.015625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,clay and emeralds,1516,0.5, ,clay and emeralds,-12.4375,-18.625,6.1875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,claymores and penknives,50,0.5, ,claymores and penknives,-30.671875,-35.40625,4.734375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,clearings and plateaus,10,0.5, ,clearings and plateaus,-29.3125,-30.34375,1.03125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,clearings and prairies,120,0.5, ,clearings and prairies,-18.421875,-22.625,4.203125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cliffs and cobwebs,514,0.5, ,cliffs and cobwebs,-15.5390625,-22.40625,6.8671875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cliffs and moths,10,0.5, ,cliffs and moths,-9.640625,-17.0,7.359375
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,clocks and deer,22,0.5, ,clocks and deer,-14.6015625,-14.421875,-0.1796875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,closets and dungeons,3856,0.5, ,closets and dungeons,-13.140625,-14.953125,1.8125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and colonels,280,0.5, ,cobblers and colonels,-27.21875,-22.671875,-4.546875
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and deacons,56,0.5, ,cobblers and deacons,-25.3125,-22.984375,-2.328125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and judges,102,0.5, ,cobblers and judges,-22.734375,-18.46875,-4.265625
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and marquesses,6,0.5, ,cobblers and marquesses,-30.6875,-27.984375,-2.703125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and monks,12,0.5, ,cobblers and monks,-17.4375,-16.625,-0.8125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobblers and privateers,26,0.5, ,cobblers and privateers,-25.09375,-18.8125,-6.28125
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobras and mice,176,0.5, ,cobras and mice,-19.515625,-25.765625,6.25
znhoughton/opt-babylm-350m-ablated-finetuned-20eps-seed964,finetuned,final,0,0,cobwebs and storms,12,0.5, ,cobwebs and storms,-25.53125,-19.078125,-6.453125
